ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,ps,total_share,float_share,free_share,total_mv,circ_mv
601328.SH,20070802,11.9,12.11,11.69,11.95,11.83,0.12,1.01,376433.3,449633.505,2.3598,0.8,46.2138,5.1661,13.545,4899438.37,159517.1,159517.1,58548288.53,1906229.345
601328.SH,20070803,12,12.44,12,12.36,11.95,0.41,3.43,619947.4,759920.805,3.8864,1.5,47.7994,5.3434,14.0097,4899438.37,159517.1,159517.1,60557058.26,1971631.356
601328.SH,20070806,12.5,12.58,12.18,12.27,12.36,-0.09,-0.73,432565.24,532498.964,2.7117,0.96,47.4513,5.3044,13.9077,4899438.37,159517.1,159517.1,60116108.8,1957274.817
601328.SH,20070807,12.3,12.45,12.15,12.21,12.27,-0.06,-0.49,372138.47,457143.331,2.3329,0.81,47.2193,5.2785,13.8397,4899438.37,159517.1,159517.1,59822142.5,1947703.791
601328.SH,20070808,12.19,12.8,12.07,12.54,12.21,0.33,2.7,877446.37,1097916.679,5.5006,1.93,48.4955,5.4212,14.2138,4899438.37,159517.1,159517.1,61438957.16,2000344.434
601328.SH,20070809,12.54,12.63,12.3,12.48,12.54,-0.06,-0.48,498093.54,623282.26,3.1225,0.93,48.2635,5.3952,14.1457,4899438.37,159517.1,159517.1,61144990.86,1990773.408
601328.SH,20070810,12.61,13.04,12.61,13,12.48,0.52,4.17,1213177.9,1561609.516,7.6053,2.17,50.2744,5.62,14.7352,4899438.37,159517.1,159517.1,63692698.81,2073722.3
601328.SH,20070813,13.25,13.85,13.01,13.38,13,0.38,2.92,1614157.48,2160496.382,10.119,2.38,51.744,5.7843,15.1659,4899438.37,159517.1,159517.1,65554485.39,2134338.798
601328.SH,20070814,13.4,13.41,13.1,13.28,13.38,-0.1,-0.75,530470.69,702536.914,3.3255,0.58,51.3573,5.7411,15.0525,4899438.37,159517.1,159517.1,65064541.56,2118387.088
601328.SH,20070815,13.31,13.54,13.01,13.27,13.28,-0.01,-0.08,592147.24,786473.378,3.7121,0.63,51.3186,5.7368,15.0412,4899438.37,159517.1,159517.1,65015547.17,2116791.917
601328.SH,20070816,13.02,13.05,12.48,12.62,13.27,-0.65,-4.9,2305770.58,2930087.369,10.3248,2.59,48.8049,5.4558,14.3044,4899438.37,223324.5341,159517.1,61830912.23,2818355.62
601328.SH,20070817,12.72,12.94,12.3,12.4,12.62,-0.22,-1.74,1148140.49,1448495.518,5.1411,0.92,47.9541,5.02,14.0551,4899438.37,223324.5341,159517.1,60753035.79,2769224.223
601328.SH,20070820,12.8,13.18,12.73,13.12,12.4,0.72,5.81,1230805.66,1596542.359,5.5113,0.99,50.7385,5.3115,14.8712,4899438.37,223324.5341,159517.1,64280631.42,2930017.887
601328.SH,20070821,13.22,13.45,12.98,13.18,13.12,0.06,0.46,957631.01,1268397.148,4.2881,0.82,50.9706,5.3358,14.9392,4899438.37,223324.5341,159517.1,64574597.72,2943417.359
601328.SH,20070822,12.98,13.31,12.88,13.06,13.18,-0.12,-0.91,946984.46,1237704.113,4.2404,0.76,50.5065,5.2872,14.8032,4899438.37,223324.5341,159517.1,63986665.12,2916618.415
601328.SH,20070823,13.07,13.15,12.9,12.96,13.06,-0.1,-0.77,574498.49,745193.175,2.5725,0.44,50.1198,5.2468,14.6898,4899438.37,223324.5341,159517.1,63496721.28,2894285.962
601328.SH,20070824,13.06,13.36,12.97,13.2,12.96,0.24,1.85,905972.24,1193988.335,4.0568,0.93,51.0479,5.3439,14.9618,4899438.37,223324.5341,159517.1,64672586.49,2947883.85
601328.SH,20070827,13.28,13.99,13.26,13.68,13.2,0.48,3.64,1773027.12,2424398.27,7.9392,1.92,52.9042,5.5382,15.5059,4899438.37,223324.5341,159517.1,67024316.91,3055079.627
601328.SH,20070829,13.38,13.5,12.99,13.07,13.68,-0.61,-4.46,834970.58,1104643.115,3.7388,0.81,50.5452,5.2913,14.8145,4899438.37,223324.5341,159517.1,64035659.5,2918851.661
601328.SH,20070830,13.16,13.37,13.05,13.14,13.07,0.07,0.54,683302.95,897889.002,3.0597,0.68,50.8159,5.3196,14.8938,4899438.37,223324.5341,159517.1,64378620.19,2934484.378
601328.SH,20070831,13.15,13.26,13,13.15,13.14,0.01,0.08,633025.97,829378.394,2.8346,0.66,50.8545,5.3237,14.9052,4899438.37,223324.5341,159517.1,64427614.57,2936717.623
601328.SH,20070903,13.21,13.44,13.11,13.19,13.15,0.04,0.3,790204.37,1047912.286,3.5384,0.82,51.0092,5.3399,14.9505,4899438.37,223324.5341,159517.1,64623592.1,2945650.605
601328.SH,20070904,13.2,13.28,13,13.06,13.19,-0.13,-0.99,601062.84,787103.511,2.6914,0.64,50.5065,5.2872,14.8032,4899438.37,223324.5341,159517.1,63986665.12,2916618.415
601328.SH,20070905,13.06,13.24,12.83,13.18,13.06,0.12,0.92,584179.53,761662.103,2.6158,0.82,50.9706,5.3358,14.9392,4899438.37,223324.5341,159517.1,64574597.72,2943417.359
601328.SH,20070906,13.25,13.76,13.2,13.61,13.18,0.43,3.26,1610271.81,2178585.265,7.2105,2.45,52.6335,5.5099,15.4266,4899438.37,223324.5341,159517.1,66681356.22,3039446.909
601328.SH,20070907,13.51,13.65,13.17,13.2,13.61,-0.41,-3.01,1000829.87,1340877.718,4.4815,1.19,51.0479,5.3439,14.9618,4899438.37,223324.5341,159517.1,64672586.49,2947883.85
601328.SH,20070910,13.1,14.51,13,14.37,13.2,1.17,8.86,2212919.2,3085606.696,9.909,2.41,55.5726,5.8176,16.288,4899438.37,223324.5341,159517.1,70404929.38,3209173.555
601328.SH,20070911,14.18,14.29,13.2,13.3,14.37,-1.07,-7.45,1554416.62,2155402.434,6.9603,1.29,51.4346,5.3844,15.0752,4899438.37,223324.5341,159517.1,65162530.33,2970216.304
601328.SH,20070912,13.31,13.84,13.13,13.68,13.3,0.38,2.86,917250.11,1237190.434,4.1073,0.66,52.9042,5.5382,15.5059,4899438.37,223324.5341,159517.1,67024316.91,3055079.627
601328.SH,20070913,13.68,13.84,13.5,13.77,13.68,0.09,0.66,750033.7,1027454.894,3.3585,0.51,53.2522,5.5747,15.6079,4899438.37,223324.5341,159517.1,67465266.36,3075178.835
601328.SH,20070914,13.77,13.83,13.31,13.58,13.77,-0.19,-1.38,595898.59,805839.916,2.6683,0.46,52.5175,5.4978,15.3926,4899438.37,223324.5341,159517.1,66534373.07,3032747.173
601328.SH,20070917,13.55,13.8,13.48,13.59,13.58,0.01,0.07,697307.74,950463.54,3.1224,0.58,52.5561,5.5018,15.4039,4899438.37,223324.5341,159517.1,66583367.45,3034980.418
601328.SH,20070918,13.57,13.78,13.28,13.58,13.59,-0.01,-0.07,572049.22,771294.899,2.5615,0.63,52.5175,5.4978,15.3926,4899438.37,223324.5341,159517.1,66534373.07,3032747.173
601328.SH,20070919,13.62,13.67,13.14,13.2,13.58,-0.38,-2.8,538938.47,716329.857,2.4133,0.76,51.0479,5.3439,14.9618,4899438.37,223324.5341,159517.1,64672586.49,2947883.85
601328.SH,20070920,13.28,13.38,13.1,13.17,13.2,-0.03,-0.23,537056.06,708164.923,2.4048,0.85,50.9319,5.3318,14.9278,4899438.37,223324.5341,159517.1,64525603.34,2941184.114
601328.SH,20070921,13.18,13.24,12.86,12.98,13.17,-0.19,-1.44,471366.11,612394.263,2.1107,0.8,50.1971,5.2548,14.7125,4899438.37,223324.5341,159517.1,63594710.05,2898752.453
601328.SH,20070924,12.98,13.11,12.68,12.99,12.98,0.01,0.08,362040.91,467193.198,1.6211,0.64,50.2358,5.2589,14.7238,4899438.37,223324.5341,159517.1,63643704.43,2900985.698
601328.SH,20070925,13.05,13.09,12.61,12.68,12.99,-0.31,-2.39,381376.88,486786.358,1.7077,0.77,49.0369,5.1334,14.3724,4899438.37,223324.5341,159517.1,62124878.54,2831755.092
601328.SH,20070926,12.7,12.89,12.53,12.57,12.68,-0.11,-0.87,249454.12,316190.004,1.117,0.54,48.6115,5.0889,14.2478,4899438.37,223324.5341,159517.1,61585940.31,2807189.394
601328.SH,20070927,12.67,12.85,12.55,12.79,12.57,0.22,1.75,279816.13,356852.124,1.253,0.7,49.4623,5.1779,14.4971,4899438.37,223324.5341,159517.1,62663816.76,2856320.791
601328.SH,20070928,12.9,13.02,12.8,12.95,12.79,0.16,1.25,402540.43,519941.492,1.8025,1.15,50.0811,5.2427,14.6785,4899438.37,223324.5341,159517.1,63447726.9,2892052.717
601328.SH,20071008,13.21,13.65,13.19,13.48,12.95,0.53,4.09,1394935.21,1877264.312,6.2462,4.16,52.1307,5.4573,15.2792,4899438.37,223324.5341,159517.1,66044429.23,3010414.72
601328.SH,20071009,13.35,13.8,13.27,13.68,13.48,0.2,1.48,744793.54,1009812.481,3.335,1.38,52.9042,5.5382,15.5059,4899438.37,223324.5341,159517.1,67024316.91,3055079.627
601328.SH,20071010,14.3,14.98,13.95,14.02,13.68,0.34,2.49,2350220.11,3399789.171,10.5238,3.83,54.2191,5.6759,15.8913,4899438.37,223324.5341,159517.1,68690125.95,3131009.968
601328.SH,20071011,14.15,15.25,14.15,15.04,14.02,1.02,7.28,2680351.15,3942909.441,12.002,2.59,58.1637,6.0888,17.0474,4899438.37,223324.5341,159517.1,73687553.09,3358800.993
601328.SH,20071012,15.1,15.1,14,14.55,15.04,-0.49,-3.26,1571942.71,2288146.963,7.0388,1.04,56.2687,5.8905,16.492,4899438.37,223324.5341,159517.1,71286828.29,3249371.971
601328.SH,20071015,14.59,15.1,14.5,14.98,14.55,0.43,2.96,968696.87,1436093.924,4.3376,0.55,57.9316,6.0645,16.9794,4899438.37,223324.5341,159517.1,73393586.79,3345401.521
601328.SH,20071016,15.15,15.9,15.15,15.38,14.98,0.4,2.67,1500960.25,2326772.327,6.721,0.9,59.4785,6.2265,17.4328,4899438.37,223324.5341,159517.1,75353362.14,3434731.335
601328.SH,20071018,14.28,15.25,14.05,14.82,15.38,-0.56,-3.64,787302.17,1165306.112,3.5254,0.43,57.3129,5.9998,16.7981,4899438.37,223324.5341,159517.1,72609676.65,3309669.595
601328.SH,20071019,14.95,15.19,14.4,14.52,14.82,-0.3,-2.02,571211.14,848002.517,2.5578,0.38,56.1527,5.8783,16.458,4899438.37,223324.5341,159517.1,71139845.14,3242672.235
601328.SH,20071022,14.23,15.5,14.09,15.07,14.52,0.55,3.79,1162350.93,1747627.173,5.2048,1.08,58.2797,6.101,17.0814,4899438.37,223324.5341,159517.1,73834536.24,3365500.729
601328.SH,20071023,15.05,16.23,15,16.08,15.07,1.01,6.7,1853998.98,2893327.643,8.3018,1.86,62.1856,6.5099,18.2263,4899438.37,223324.5341,159517.1,78782968.99,3591058.508
601328.SH,20071024,16.26,16.45,15.8,15.97,16.08,-0.11,-0.68,1447638.3,2336196.487,6.4822,1.23,61.7602,6.4653,18.1016,4899438.37,223324.5341,159517.1,78244030.77,3566492.81
601328.SH,20071025,15.8,16.3,15.1,15.38,15.97,-0.59,-3.69,1179127.3,1851213.425,5.2799,1.01,59.4785,6.2265,17.4328,4899438.37,223324.5341,159517.1,75353362.14,3434731.335
601328.SH,20071026,15.45,16.15,15.22,16.02,15.38,0.64,4.16,912873.28,1438217.957,4.0877,0.73,61.9536,6.4856,18.1582,4899438.37,223324.5341,159517.1,78489002.69,3577659.036
601328.SH,20071029,16.3,16.98,16.1,16.56,16.02,0.54,3.37,992568.54,1647350.571,4.4445,0.76,64.0419,6.7042,18.7703,4899438.37,223324.5341,159517.1,81134699.41,3698254.285
601328.SH,20071030,16.59,17.08,16.3,16.54,16.56,-0.02,-0.12,797408.87,1328062.878,3.5706,0.62,63.9646,6.6961,18.7476,4899438.37,223324.5341,159517.1,81036710.64,3693787.794
601328.SH,20071031,16.85,16.98,16.22,16.81,16.54,0.27,1.63,789864.73,1309606.435,3.5368,0.74,65.0087,6.7375,19.0537,4899438.37,223324.5341,223324.5341,82359559,3754085.418
601328.SH,20071101,16.6,17,16.47,16.63,16.81,-0.18,-1.07,639494.43,1070908.955,2.8635,0.68,64.3126,6.6654,18.8497,4899438.37,223324.5341,223324.5341,81477660.1,3713887.002
601328.SH,20071102,16.18,16.5,15.75,15.87,16.63,-0.76,-4.57,713047.74,1146182.505,3.1929,0.86,61.3735,6.3608,17.9882,4899438.37,223324.5341,223324.5341,77754086.94,3544160.356
601328.SH,20071105,15.7,15.95,15.37,15.62,15.87,-0.25,-1.58,621016.35,968231.652,2.7808,0.79,60.4067,6.2606,17.7049,4899438.37,223324.5341,223324.5341,76529227.34,3488329.223
601328.SH,20071106,15.51,15.72,15.09,15.57,15.62,-0.05,-0.32,506543.76,784254.15,2.2682,0.71,60.2133,6.2405,17.6482,4899438.37,223324.5341,223324.5341,76284255.43,3477162.996
601328.SH,20071107,15.73,16,15.46,15.86,15.57,0.29,1.86,516436.2,811314.802,2.3125,0.79,61.3348,6.3568,17.9769,4899438.37,223324.5341,223324.5341,77705092.55,3541927.111
601328.SH,20071108,15.55,15.69,14.8,14.82,15.86,-1.04,-6.56,656030.39,995191.714,2.9376,1.09,57.3129,5.9399,16.7981,4899438.37,223324.5341,223324.5341,72609676.65,3309669.595
601328.SH,20071109,14.68,15.6,14.63,15.5,14.82,0.68,4.59,797466.72,1210340.606,3.5709,1.32,59.9426,6.2125,17.5688,4899438.37,223324.5341,223324.5341,75941294.74,3461530.279
601328.SH,20071112,15.1,15.79,15.1,15.74,15.5,0.24,1.55,705789.74,1093462.161,3.1604,1.14,60.8708,6.3087,17.8409,4899438.37,223324.5341,223324.5341,77117159.95,3515128.167
601328.SH,20071113,15.86,15.96,14.69,15.02,15.74,-0.72,-4.57,751827.15,1153376.606,3.3665,1.18,58.0863,6.0201,17.0248,4899438.37,223324.5341,223324.5341,73589564.32,3354334.502
601328.SH,20071114,15.22,15.42,14.8,15.4,15.02,0.38,2.53,468950.99,709609.97,2.0999,0.68,59.5559,6.1724,17.4555,4899438.37,223324.5341,223324.5341,75451350.9,3439197.825
601328.SH,20071115,15.33,15.7,15.16,15.38,15.4,-0.02,-0.13,433673.01,669639.046,1.9419,0.64,59.4785,6.1644,17.4328,4899438.37,223324.5341,223324.5341,75353362.14,3434731.335
601328.SH,20071116,15.08,15.33,14.91,15.12,15.38,-0.26,-1.69,223876.25,337906.92,1.0025,0.35,58.4731,6.0602,17.1381,4899438.37,223324.5341,223324.5341,74079508.16,3376666.956
601328.SH,20071119,15.11,15.25,14.7,14.81,15.12,-0.31,-2.05,300300.35,446246.72,1.3447,0.58,57.2742,5.9359,16.7867,4899438.37,223324.5341,223324.5341,72560682.26,3307436.35
601328.SH,20071120,14.61,15.12,14.37,15,14.81,0.19,1.28,344081.37,507622.791,1.5407,0.79,58.009,6.0121,17.0021,4899438.37,223324.5341,223324.5341,73491575.55,3349868.012
601328.SH,20071121,15,15.2,14.77,14.78,15,-0.22,-1.47,229527.61,343540.677,1.0278,0.65,57.1582,5.9239,16.7527,4899438.37,223324.5341,223324.5341,72413699.11,3300736.614
601328.SH,20071122,14.5,14.65,13.95,14.04,14.78,-0.74,-5.01,374523.8,536207.215,1.677,1.22,54.2964,5.6273,15.914,4899438.37,223324.5341,223324.5341,68788114.72,3135476.459
601328.SH,20071123,13.91,14.27,13.9,14.26,14.04,0.22,1.57,196889.46,276804.961,0.8816,0.67,55.1472,5.7155,16.1633,4899438.37,223324.5341,223324.5341,69865991.16,3184607.856
601328.SH,20071126,14.4,14.54,14,14.2,14.26,-0.06,-0.42,241376.11,346402.183,1.0808,0.84,54.9152,5.6914,16.0953,4899438.37,223324.5341,223324.5341,69572024.86,3171208.384
601328.SH,20071127,14,14.51,13.91,14.42,14.2,0.22,1.55,416123.39,595872.301,1.8633,1.5,55.766,5.7796,16.3447,4899438.37,223324.5341,223324.5341,70649901.3,3220339.782
601328.SH,20071128,14.43,14.58,14.01,14.2,14.42,-0.22,-1.53,261969.13,374889.661,1.173,0.9,54.9152,5.6914,16.0953,4899438.37,223324.5341,223324.5341,69572024.86,3171208.384
601328.SH,20071129,14.55,14.9,14.1,14.74,14.2,0.54,3.8,743311.35,1080284.101,3.3284,2.49,57.0035,5.9079,16.7074,4899438.37,223324.5341,223324.5341,72217721.58,3291803.633
601328.SH,20071130,14.66,14.85,14.43,14.51,14.74,-0.23,-1.56,384310.08,561524.639,1.7209,1.03,56.114,5.8157,16.4467,4899438.37,223324.5341,223324.5341,71090850.75,3240438.99
601328.SH,20071203,14.37,15.1,14.29,14.9,14.51,0.39,2.69,355595.63,527212.142,1.5923,0.87,57.6223,5.972,16.8888,4899438.37,223324.5341,223324.5341,73001631.72,3327535.558
601328.SH,20071204,14.9,15.14,14.8,14.99,14.9,0.09,0.6,287571.9,431834.381,1.2877,0.67,57.9703,6.0081,16.9908,4899438.37,223324.5341,223324.5341,73442581.17,3347634.766
601328.SH,20071205,14.95,15.41,14.88,15.37,14.99,0.38,2.54,396422.06,605011.536,1.7751,0.98,59.4399,6.1604,17.4215,4899438.37,223324.5341,223324.5341,75304367.75,3432498.089
601328.SH,20071206,15.43,15.65,15.25,15.46,15.37,0.09,0.59,365359.76,563697.463,1.636,0.84,59.7879,6.1964,17.5235,4899438.37,223324.5341,223324.5341,75745317.2,3452597.297
